Tonality,Text
informative,"""""The human body has 206 bones"
informative,"""""The Taj Mahal in India took approximately 20 years to build"
informative,"""""The planet Mars is known as the 'Red Planet' due to its reddish appearance"
informative,"""""The Great Pyramid of Giza in Egypt is the oldest of the Seven Wonders of the Ancient World"
informative,"""""The average adult breathes in and out about 20,000 times a day"
informative,"""""The Nile River is the longest river in the world, stretching over 6,650 kilometers"
informative,"""""The International Space Station orbits the Earth at an altitude of approximately 408 kilometers"
informative,"""""The human eye can distinguish around 10 million different colors"
informative,"""""The Great Barrier Reef is home to more than 1,500 species of fish"
informative,"""""The coldest temperature ever recorded on Earth was -128"
informative,6 degrees Fahrenheit in Antarctica
informative,"""""The average distance from the Earth to the Sun is about 149"
informative,6 million kilometers
informative,"""""The smallest bone in the human body is the stapes bone in the ear"
informative,"""""The fastest land animal is the cheetah, capable of reaching speeds up to"
informative,i am happy now
